Name,Platform,Publisher,Genre,Metascore,User_Score,Release_Year
Nettou! Powerful Koushien,DS,Konami Digital Entertainment,Sports,,,2010
Graffiti Kingdom,PS2,505 Games,Role-Playing,71,7.1,2004
King Arthur II,PC,Paradox Interactive,Strategy,,,2011
Armored Core SL: Silent Line Portable,PSP,From Software,Simulation,,,2009
Looney Tunes: Galactic Sports,PSV,Sony Computer Entertainment,Action,,,2015
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,Marvelous Interactive,Adventure,,,2008
Combat Elite: WWII Paratroopers,XB,Unknown,Shooter,56,,
Lethal Enforcers I & II,PS,Konami Digital Entertainment,Shooter,,,1996
Bubble Bobble Evolution,PSP,Rising Star Games,Puzzle,47,,2006
Klonoa 2: Dream Champ Tournament,GBA,Namco Bandai Games,Platform,78,9.3,2002
Who Wants to be a Millionaire: 1st Edition,DS,Ubisoft,Misc,,,2007
N+,PSP,Atari,Platform,79,7.8,2007
Minna no Golf Jou Vol.1,PSP,Sony Computer Entertainment,Sports,,,2007
Ducati World Racing Challenge,PS,Acclaim Entertainment,Racing,68,,2001
Super Collapse! II,GBA,Majesco Entertainment,Puzzle,,,2004
Pop'n Music 14 Fever!,PS2,Konami Digital Entertainment,Misc,,,2007
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,Majesco Entertainment,Misc,,,2005
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,Gust,Role-Playing,,,2010
Lux-Pain (JP sales),DS,Rising Star Games,Adventure,,,2008
Smashing Drive,GBA,Zoo Digital Publishing,Racing,,,2004
Away: Shuffle Dungeon,DS,Majesco Entertainment,Role-Playing,65,,2008
Big Mountain 2000,N64,Imagineer,Sports,,,1998
Starshot: Space Circus Fever,N64,Infogrames,Platform,,,1998
Charlie Blasts Territory,N64,Kemco,Action,,,1999
Senko no Ronde DUO,X360,G.Rev,Fighting,,,2010
Knights of Honor,PC,Sunflowers,Strategy,77,9.1,2004
CIMA: The Enemy,GBA,Marvelous Interactive,Role-Playing,70,,2003
Tokimeki Memorial Girl's Side 1st Love Plus,DS,Konami Digital Entertainment,Adventure,,,2009
The Inner World,PC,Headup Games,Adventure,72,8.1,2013
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,Marvelous Interactive,Fighting,,,2010
Code Geass: Hangyaku no Lelouch,DS,Namco Bandai Games,Action,,,2007
Terraria,WiiU,505 Games,Action,,6.9,2016
Hudson x GReeeeN Live!? DeeeeS!?,DS,Hudson Soft,Misc,,,2010
Daibakushou: Jinsei Gekijou,SNES,Taito,Misc,,,1995
Marble Madness / Klax,GBA,Zoo Digital Publishing,Puzzle,,,2005
Downstream Panic!,PSP,Atari,Action,,,2008
Suzumiya Haruhi no Chokuretsu,DS,Sega,Adventure,,,2009
DJ Max Portable 3,PSP,CyberFront,Misc,,4.6,2010
Boot Camp Academy,Wii,Zoo Games,Action,,,2010
The Idolmaster: Gravure For You! Vol. 5,PS3,Namco Bandai Games,Misc,,,2012
S.Y.K Renshouden,PS2,Idea Factory,Adventure,,,2010
Empire Earth II,PC,Vivendi Games,Strategy,79,7.1,2005
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,Idea Factory,Adventure,,,2011
Pet Alien: An Intergalactic Puzzlepalooza,DS,Game Factory,Action,58,,2007
Nectaris: Military Madness,PS,Hudson Soft,Strategy,,,1998
Galaxy Angel II: Mugen Kairou no Kagi,PS2,Broccoli,Strategy,,,2007
D.C.I.F.: Da Capo Innocent Finale,PS2,Sweets,Adventure,,,2009
Konpeki no Kantai,SNES,Angel Studios,Strategy,,,1995
Who Wants to be a Millionaire: 1st Edition,Wii,Ubisoft,Misc,,,2007
BRAHMA Force: The Assault on Beltlogger 9,PS,JVC,Shooter,,,1996
Tenka-bito,PS2,Sega,Strategy,,,2006
Hot Pixel,PSP,Atari,Puzzle,55,6.5,2007
Doodle Hex,DS,Pinnacle,Puzzle,68,,2008
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,Compile Heart,Role-Playing,,,2015
Valentino Rossi: The Game,XOne,Namco Bandai Games,Racing,74,8.1,2016
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,Takara Tomy,Action,,,2009
Codename: Panzers Cold War,PC,Atari,Strategy,67,5.8,2009
Samurai Spirits: Tenkaichi Kenkakuden,PS2,Unknown,Fighting,,,
Robo Pit,PS,Kokopeli Digital Studios,Fighting,,,1995
Story Hour: Adventures,Wii,Zoo Digital Publishing,Adventure,,,2008
Muv-Luv Alternative: Total Eclipse,PS3,5pb,Simulation,,,2013
R-Type III: The Third Lightning,GBA,Zoo Digital Publishing,Shooter,46,,2004
Star Wars: The Force Unleashed II,PC,LucasArts,Action,59,5.8,2010
Heathcliff! The Fast and the Furriest,Wii,Storm City Games,Racing,,,2010
Darius Burst: Chronicle Saviours,PSV,Kadokawa Games,Action,,,2016
Blokus Portable: Steambot Championship,PSP,Majesco Entertainment,Puzzle,51,,2006
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Rocket Company,Role-Playing,,,2016
Hakuouki,PS2,Idea Factory,Adventure,,,2008
Atomic Betty,GBA,Atari,Puzzle,62,7.5,2005
"Princess Natasha: Student, Secret Agent, Princess",DS,Zoo Digital Publishing,Action,,,2006
Doom,PC,id Software,Shooter,85,8.2,1992
Robin Hood: Defender of the Crown,XB,Capcom,Strategy,57,,2003
Monster Hunter Frontier Online: Season 10,X360,Capcom,Role-Playing,,,2011
Street Jam Basketball,GBA,Zoo Digital Publishing,Sports,35,8,2004
Armored Core: Last Raven Portable,PSP,From Software,Simulation,,,2010
Master of Monsters: Disciples of Gaia,PS,Agetec,Strategy,,,1997
SD Gundam: Gashapon Wars,Wii,Namco Bandai Games,Strategy,,,2010
Curious George,XB,Namco Bandai Games,Action,57,,2006
Disney's Aladdin,GBA,Capcom,Platform,59,,2003
Virtual Pool: Tournament Edition,XB,Global Star,Sports,62,,2005
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,Sega,Action,,,2015
SimCity,PC,Maxis,Simulation,64,2.2,1988
Nippon no Asoko de,PSP,Sony Computer Entertainment,Misc,,,2008
Harry Potter and the Half-Blood Prince,PC,Electronic Arts,Action,64,6.1,2009
Higurashi no Naku Koro ni Iki,PSV,Kaga Create,Action,,,2015
Harley-Davidson: Road Trip,Wii,Destineer,Racing,,,2010
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,Idea Factory,Role-Playing,,,2015
MapleStory DS,DS,Nexon,Role-Playing,,,2010
Playmobil Top Agents,DS,JoWood Productions,Action,,,2010
Doom 3 BFG Edition,PC,Bethesda Softworks,Shooter,59,5.3,2012
Pimp My Ride: Street Racing,DS,Activision,Racing,,,2009
Romance of the Three Kingdoms II,3DS,Tecmo Koei,Strategy,,,2015
Popeye: Rush for Spinach,GBA,Atari,Platform,48,4.2,2005
Culdcept,PS2,Sega,Strategy,78,8.9,2002
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,NEC,Role-Playing,,,1996
Bladestorm: Nightmare,PS3,Tecmo Koei,Action,,7.4,2015
BeatMania IIDX 15: DJ Troopers,PS2,Konami Digital Entertainment,Simulation,,,2008
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,Unknown,Misc,,,2011
Planet of the Apes,GBA,Ubisoft,Action,54,,2001
OZMAFIA!! -vivace-,PSV,dramatic create,Adventure,,,2015
Drake & Josh: Talent Showdown,DS,THQ,Adventure,,,2007
Hissatsu Pachinko Collection 3,SNES,Sunsoft,Misc,,,1995
Real World Golf,XB,Mad Catz,Sports,74,,2006
Kung Fu Panda: Showdown of Legendary Legends,3DS,Little Orbit,Action,,,2015
Oumagatoki: Kaidan Romance,PSP,Quinrose,Action,,,2012
GTR Evolution,PC,Atari,Racing,83,8.2,2008
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,Konami Digital Entertainment,Misc,,,2006
Hayate no Gotoku! Nightmare Paradise,PSP,Konami Digital Entertainment,Adventure,,,2009
Lords of the Fallen,PC,Square Enix,Role-Playing,73,6.9,2014
NBA 08,PSP,Sony Computer Entertainment,Sports,75,7.5,2007
Sins of a Solar Empire,PC,Pinnacle,Strategy,87,8.2,2008
New Tokyo Legacy: Operation Babel,PSV,5pb,Role-Playing,,,2015
The Wolf Among Us,X360,Telltale Games,Adventure,83,7.7,2011
HappinessCharge PreCure! Kawarun Collection,3DS,Namco Bandai Games,Misc,,,2014
Nanashi no Game Me,DS,Square Enix,Action,,,2009
NBA 2K13,PC,Take-Two Interactive,Sports,90,6.8,2012
Resident Evil 4,PC,Ubisoft,Action,76,7.4,2007
DICE: DNA Integrated Cybernetic Enterprises,PS2,Namco Bandai Games,Shooter,48,,2005
007: Quantum of Solace,PC,Activision,Action,70,6.3,2008
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,Namco Bandai Games,Action,,,2007
Megpoid the Music#,PSP,Asgard,Misc,,,2013
Batman: A Telltale Game Series,XOne,Telltale Games,Adventure,,4.3,2016
Wallace & Gromit in Project Zoo,XB,BAM! Entertainment,Platform,,,2003
Boulder Dash: Rocks!,DS,10TACLE Studios,Puzzle,,,2007
Grid Runner,PS,Virgin Interactive,Action,,,1996
Saihai no Yukue,DS,Tecmo Koei,Strategy,,,2008
Metal Dungeon,XB,Xicat Interactive,Role-Playing,44,7.2,2002
Drome Racers,GC,Electronic Arts,Racing,54,6.6,2003
World of Zoo,PC,THQ,Simulation,,8.4,2009
Guitar Freaks V & DrumMania V,PS2,Konami Digital Entertainment,Simulation,,,2006
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,Level 5,Adventure,,,2009
Royal Palace of White Sword and The City of Gentiles,PC,Take-Two Interactive,Role-Playing,,,2009
Triple Pack: Xbox Live Arcade Compilation,X360,Microsoft Game Studios,Misc,,,2011
Gekido Advance: Kintaro's Revenge,GBA,Zoo Digital Publishing,Action,70,7,2002
Dream Pinball 3D,DS,SouthPeak Games,Misc,,,2008
Future Tactics: The Uprising,XB,JoWood Productions,Strategy,61,,2004
Winter Sports 3: The Great Tournament,PS3,Tradewest,Sports,,,2010
Power Poke Dash,GBA,Konami Digital Entertainment,Sports,,,2006
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,D3Publisher,Misc,,,2009
Detective Opera: Milky Holmes 2,PSP,BushiRoad,Adventure,,,2012
Nisekoi: Yomeiri!?,PSV,Konami Digital Entertainment,Adventure,,,2014
Blaze Union: Story to Reach the Future,PSP,Sting,Role-Playing,,,2010
Barbie and Her Sisters Puppy Rescue,Wii,Namco Bandai Games,Action,,,2015
Handball 16,PS3,Bigben Interactive,Sports,,,2015
Commander: Conquest of the Americas,PC,Paradox Interactive,Strategy,68,5.2,2010
World of Tanks,X360,,Shooter,,5.2,
LEGO Pirates of the Caribbean: The Video Game,PC,Disney Interactive Studios,Action,73,6.6,2011
Race Driver 2006,PSP,Codemasters,Racing,81,8.5,2006
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,Alchemist,Adventure,,,2010
Samurai Warriors: Sanada Maru,PS4,Tecmo Koei,Action,,,2016
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,THQ,Action,44,8.6,2003
Battlefield 1942: The WW II Anthology,PC,Electronic Arts,Shooter,,,2004
Genkai Tokki: Seven Pirates,PSV,Compile Heart,Role-Playing,,,2016
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,Unknown,Misc,,,2011
Parfait,PSV,TGL,Adventure,,,2015
Mighty No. 9,WiiU,Deep Silver,Platform,48,4.6,2016
Roadsters,PS,Titus,Racing,,,2000
Merv Griffin's Crosswords,DS,ValuSoft,Puzzle,,,2008
DeathSmiles II,X360,Cave,Shooter,,,2010
The Great Mystery Hidden Object Package 5,PC,Rondomedia,Adventure,,,2015
Kenka Bancho Otome,PSV,Screenlife,Action,,,2016
Calcio Bit,GBA,Nintendo,Sports,,,2006
Star Trek: The Game,PC,Namco Bandai Games,Action,,,2013
Whiteout,XB,Konami Digital Entertainment,Racing,58,,2002
Galaxy Angel II: Zettairyouiki no Tobira,PS2,Broccoli,Strategy,,,2006
Kung Fu Panda: Legendary Warriors,DS,Activision,Action,73,,2008
Hyakumanton no Bara Bara,PSP,Sony Computer Entertainment,Strategy,,,2010
Superdimension Neptune vs Sega Hard Girls,PSV,Idea Factory International,Role-Playing,73,8.4,2016
The Talos Principle,PS4,Devolver Digital,Puzzle,88,8.4,2015
Hajime no Ippo: The Fighting,GBA,ESP,Fighting,,,2002
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,Idea Factory,Adventure,,,2010
Spectral Souls: Resurrection of the Ethereal Empires,PSP,Idea Factory,Role-Playing,47,8.2,2005
Syberia II,XB,Ubisoft,Adventure,71,8.7,2004
Motor Trend presents Lotus Challenge,XB,Xicat Interactive,Racing,61,,2003
Braid,PC,Number None,Platform,90,8.6,2009
Gudetama: Hanjuku de Tanomuwa,3DS,Rocket Company,Action,,,2015
LEGO Legends of Chima: Laval's Journey,DS,Unknown,Adventure,,,2013
Bleach DS 4th: Flame Bringer,DS,Sega,Action,,,2009
Syberia,PC,Microids,Action,82,8.5,2002
Pacific Liberator,Wii,Zoo Games,Action,,,2009
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,Level 5,Adventure,,,2009
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,SNK Playmore,Fighting,,,2010
Puzzle Challenge: Crosswords and More!,Wii,Crave Entertainment,Puzzle,,,2009
Turn It Around,DS,505 Games,Action,39,4.5,2006
Nisenochigiri: Omoide no Saki e,PSP,Idea Factory,Adventure,,,2011
Jack Keane,PC,Kalypso Media,Adventure,69,7,2008
Girls Only,DS,Foreign Media Games,Simulation,,,2010
Monsters vs. Aliens,PC,Activision,Action,63,6.2,2009
In Cold Blood,PS,Sony Computer Entertainment,Adventure,,,2000
Fireblade,GC,Midway Games,Action,,,2002
Kamigami no Asobi,PSP,Broccoli,Adventure,,,2013
Harukanaru Toki no Naka de 6,PSV,Tecmo Koei,Action,,,2015
Kong: King of Atlantis,GBA,THQ,Action,,,2005
Kidou Senshi V Gundam,SNES,Namco Bandai Games,Action,,,1994
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,Konami Digital Entertainment,Action,,,2005
Wrestle Angels: Survivor 2,PS2,Tryfirst,Fighting,,,2008
Onechanbara Z Kagura,X360,D3Publisher,Action,,,2012
Ride,PC,Milestone S.r.l.,Racing,68,4.8,2015
The King of Fighters 02/03,XB,SNK Playmore,Fighting,76,,2005
ESPN Winter X Games: Snowboarding 2002,XB,Konami Digital Entertainment,Sports,71,,2002
Mega Minis Volume 2,PSP,Sony Computer Entertainment,Misc,,,2011
Safari Adventures: Africa,DS,Neko Entertainment,Adventure,,,2008
Tsuku Monogatari,PSP,FuRyu,Adventure,,,2011
Vitamin Z,PS2,D3Publisher,Adventure,,,2009
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,Alchemist,Adventure,,,2011
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,Yeti,Adventure,,,2010
Battle vs. Chess,PC,TopWare Interactive,Misc,69,5.9,
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,Ackkstudios,Role-Playing,,,2012
The Island of Dr. Frankenstein,Wii,Storm City Games,Adventure,26,,2009
Tom and Jerry in War of the Whiskers,XB,Unknown,Fighting,,,
Nobunaga no Yabou DS 2,DS,Tecmo Koei,Strategy,,,2008
The IdolM@ster: Gravure For You! Vol. 6,PS3,Namco Bandai Games,Action,,,2012
Metal Saga: Hagane no Kisetsu,DS,Success,Role-Playing,,,2006
Animaniacs: The Great Edgar Hunt,GC,Ignition Entertainment,Platform,65,,2005
SingStar Fussballhits,PS3,Sony Computer Entertainment,Misc,,,2010
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,5pb,Adventure,,,2016
Dream Club Zero Portable,PSV,D3Publisher,Simulation,,,2011
LEGO Harry Potter: Years 1-4,PC,Warner Bros. Interactive Entertainment,Action,79,7.9,2010
Samurai Warriors 2,PS3,Tecmo Koei,Action,,,2013
Bus Simulator 16,PC,Astragon,Simulation,46,6.1,2016
Mystery Trackers: The Void,PC,Focus Home Interactive,Puzzle,,,2011
Diabolik Lovers: Lunatic Parade,PSV,Idea Factory,Adventure,,,2016
Battle Arena Toshinden URA,SAT,Sega,Fighting,,,1995
The Croods: Prehistoric Party!,WiiU,D3Publisher,Misc,,,2013
Betty Boop's Double Shift,DS,Zoo Digital Publishing,Puzzle,,,2007
Battle vs. Chess,X360,TopWare Interactive,Misc,,,2011
Biohazard: Revival Selection,X360,Capcom,Action,,,2011
Cabela's Big Game Hunter: Pro Hunts,X360,Activision,Shooter,,7.3,2014
Labyrinth Cross Blood: Infinity,PSV,CyberFront,Role-Playing,,,2013
Super Duper Sumos,GBA,Unknown,Action,57,,
UK Truck Simulator,PC,,Simulation,,,2010
CID The Dummy,PSP,Oxygen Interactive,Platform,41,,2009
MechAssault: Phantom War,DS,Majesco Entertainment,Simulation,66,4.5,2006
Loading Human,PS4,FuRyu Corporation,Adventure,,,2016
The Settlers II 10th Anniversary,PC,Ubisoft,Action,,,2006
The Last Guy,PS3,Sony Computer Entertainment,Action,77,6.9,2009
Disney Sports Soccer,GBA,Konami Digital Entertainment,Sports,68,,2002
Kangokutou Mary Skelter,PSV,Compile Heart,Role-Playing,,,2016
101-in-1 Sports Party Megamix,Wii,Nordcurrent,Sports,41,,2010
Akane Iro ni Somaru Saka Parallel,PS2,GN Software,Adventure,,,2008
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,Alchemist,Adventure,,,2011
Monster Hunter Frontier Online: Forward 1,X360,Capcom,Role-Playing,,,2011
SingStar Chartbreaker,PS3,Sony Computer Entertainment,Misc,,,2009
Botanicula,PC,Daedalic Entertainment,Adventure,82,8.3,2012
D1 Professional Drift Grand Prix Series,PS2,Yuke's,Racing,45,,2005
Max Payne,GBA,Take-Two Interactive,Shooter,78,7.8,2003
Timeshock! Pro Pinball,PS,Empire Interactive,Misc,,,1998
Little Bears,DS,RTL,Simulation,,,2009
Starry ? Sky: In Winter,PSP,Asgard,Misc,,,2011
Rush Hour,PS,Psygnosis,Misc,,,1997
Pro Cast Sports Fishing,XB,Capcom,Sports,49,,2003
Gintama: Banji Oku Chuubu!,Wii,Namco Bandai Games,Action,,,2007
Pro Evolution Soccer 2012,3DS,Konami Digital Entertainment,Action,,,2011
Saka Agari Hurricane Portable,PSP,Alchemist,Adventure,,,2011
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,Konami Digital Entertainment,Strategy,,,2007
Rugby League Live,X360,Home Entertainment Suppliers,Sports,,,2010
Star Trek: Tactical Assault,PSP,Ubisoft,Strategy,64,7.9,2006
Cossacks: European Wars,PC,Strategy First,Strategy,74,8.6,2001
Yuusha Shisu.,PSV,Nippon Ichi Software,Role-Playing,,,2016
MX vs. ATV Supercross,PS3,Nordic Games,Racing,58,3.5,2014
Dakar 2: The World's Ultimate Rally,GC,Acclaim Entertainment,Racing,,,2003
Sengoku Basara: Sanada Yukimura-Den,PS3,Capcom,Action,,,2016
Kisuato,PSV,TGL,Adventure,,,2015
NBA 2K7,XB,Take-Two Interactive,Sports,83,8.6,2006
Auto Modellista,GC,Capcom,Racing,62,,2003
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,Idea Factory,Misc,,,2011
1000 Cooking Recipes from ELLE Ãƒ table,DS,Nintendo,Misc,,,2010
Greg Hastings' Tournament Paintball Max'd,GBA,Activision,Shooter,,,2006
Dave Mirra Freestyle BMX 3,GBA,Acclaim Entertainment,Sports,78,,2002
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,FuRyu,Simulation,,,2015
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,Creative Core,Adventure,,,2009
XBLAZE Code: Embryo,PSV,Arc System Works,Adventure,43,7.4,2013
Eco Creatures: Save The Forest,DS,Rising Star Games,Adventure,55,,2007
Frogger: Ancient Shadow,XB,Konami Digital Entertainment,Platform,47,,2005
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,Namco Bandai Games,Action,,,2011
Dragon Tamer: Sound Spirit,DS,Namco Bandai Games,Role-Playing,,,2007
Dream Girl Premier,3DS,Alchemist,Misc,,,2015
Kiniro no Corda 2 f Encore,PSP,Tecmo Koei,Role-Playing,,,2009
La Pucelle: Ragnarok,PSP,Nippon Ichi Software,Role-Playing,,,2009
Darius II,SAT,Taito,Shooter,,,1995
Bleach: Soul Carnival 2,PSP,Sony Computer Entertainment,Fighting,,,2009
ParaParaParadise,PS2,Konami Digital Entertainment,Misc,,,2001
Warhammer: Mark of Chaos,PC,Deep Silver,Strategy,73,7.4,2006
Tiger & Bunny: On-Air Jack!,PSP,Namco Bandai Games,Action,,,2012
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,Namco Bandai Games,Action,,,2012
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,Banpresto,Fighting,,,2007
Warship Gunner 2,PS2,Tecmo Koei,Simulation,62,8.5,2006
Putty Squad,PSV,System 3,Platform,,8.2,2013
Gotcha Force,GC,Capcom,Shooter,56,8.2,2003
Driver: Parallel Lines,Wii,Ubisoft,Racing,59,6,2007
Battlefield Vietnam,PC,Electronic Arts,Shooter,84,7.5,2004
Rugby League Live,PS3,Home Entertainment Suppliers,Sports,,,2010
Secret Files 2: Puritas Cordis,Wii,Deep Silver,Adventure,70,,2009
The Perfect Golf,PS,Seta Corporation,Sports,,,1995
Wrestle Kingdom,PS2,Yuke's,Fighting,,,2006
Demon Driver: Time to Burn Rubber!,GBA,Ignition Entertainment,Racing,,,2003
Dead Rising 2,PS4,Capcom,Action,82,6.6,2016
Mojo!,XB,DreamCatcher Interactive,Puzzle,,,2003
Age of Conan: Rise of the Godslayer,PC,Funcom,Role-Playing,83,8.4,2010
Infinite Stratos 2: Ignition Hearts,PS3,5pb,Adventure,,,2014
Young Justice: Legacy,Wii,Namco Bandai Games,Action,,,2013
Steins;Gate 0,PS3,5pb,Adventure,,,2015
The Peanuts Movie: Snoopy's Grand Adventure,3DS,Activision,Action,,8.8,2015
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,Konami Digital Entertainment,Adventure,,,2006
Totally Spies! Totally Party,PC,Ubisoft,Misc,,,2008
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,Arc System Works,Fighting,,,2013
Buffy the Vampire Slayer: Chaos Bleeds,GC,Vivendi Games,Action,75,9,2003
Brothers Conflict: Passion Pink,PSP,Idea Factory,Action,,,2012
Clannad,X360,Prototype,Adventure,,,2008
Kuryuu Youma Gakuenki Recharge,PS2,Atlus,Adventure,,,2006
Jet Grind Radio,GBA,Sega,Action,74,9.3,2003
Rugby Challenge 3,PS3,Alternative Software,Sports,,,2016
Prince of Persia (2008),PC,Ubisoft,Action,,,2008
My Frogger: Toy Trials,DS,Konami Digital Entertainment,Action,66,,2006
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,Russel,Action,,,2009
Max Payne 2: The Fall of Max Payne,PC,Take-Two Interactive,Shooter,86,9,2003
Magicka,PC,Paradox Interactive,Role-Playing,74,7.6,2011
Schlag den Raab,PC,Namco Bandai Games,Misc,,,2010
Baldur's Gate: Dark Alliance,GBA,"Destination Software, Inc",Role-Playing,76,6.5,2004
The Adventures of Lomax,PS,Psygnosis,Platform,,,1996
Under the Skin,PS2,Capcom,Action,55,,2004
Emily Archer and the Curse of Tutankhamun,DS,Mastertronic,Adventure,,,2011
Kabu Trader Shun,DS,Capcom,Action,,,2007
Hermie Hopperhead: Scrap Panic,PS,Sony Computer Entertainment,Platform,,,1995
Poy Poy,PS,Konami Digital Entertainment,Action,,,1997
NHL 07,XB,Electronic Arts,Sports,75,7.7,2006
MX vs. ATV Supercross Encore,XOne,Nordic Games,Sports,45,,2015
AMNESIA World,PSV,Idea Factory,Adventure,,,2014
DrumMania 7th Mix,PS2,Konami Digital Entertainment,Simulation,,,2001
Runabout 3: Neo Age,PS2,BAM! Entertainment,Racing,,,2002
The Technomancer,XOne,Focus Home Interactive,Role-Playing,68,7.4,2016
Resident Evil 5 HD,PS4,Capcom,Action,,,2016
Aegis of Earth: Protonovus Assault,PSV,PQube,Action,,8.3,2016
Teddy Together,3DS,Nintendo,Simulation,,,2016
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Prototype,Adventure,,,2010
Guild Wars: Nightfall,PC,NCSoft,Role-Playing,84,8.7,2006
NatGeo Challenge! Wild Life,X360,Black Bean Games,Misc,,,2010
Archer Maclean Presents: Pool Paradise,GC,Ignition Entertainment,Sports,,,2004
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,Irem Software Engineering,Strategy,,,2010
Battlezone,PSP,Atari,Shooter,57,,2006
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,Marvelous Interactive,Sports,,,2007
Medal of Honor: Vanguard,PS2,Electronic Arts,Shooter,63,6.1,2007
Touch Shot! Love Application,PS3,Compile Heart,Adventure,,,2012
Nanotek Warrior,PS,Virgin Interactive,Shooter,,,1997
Galileo,DS,D3Publisher,Adventure,,,2008
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Namco Bandai Games,Misc,,,2015
Cake Mania: Baker's Challenge,PS2,Destineer,Puzzle,,,2008
Super Monkey Ball Adventure,PS2,Sega,Platform,53,6.7,2006
Captain Tsubasa J: The Way to World Youth,SNES,Namco Bandai Games,Sports,,,1995
Madden NFL 07,GBA,Electronic Arts,Sports,68,9.3,2006
One Piece: Daikaizoku Coliseum,3DS,Namco Bandai Games,Fighting,,,2016
Renegade Racers,PS,Interplay,Racing,,,1999
The Legend of Korra (3DS),3DS,Activision,Strategy,,,2014
MySims,PC,Electronic Arts,Simulation,70,6.4,2008
The Sims 2: Bon Voyage,PC,Electronic Arts,Simulation,74,7.3,2007
AniMates!,DS,Lexicon Entertainment,Simulation,33,2.5,2007
Franklin the Turtle,GBA,Game Factory,Misc,,,2005
Senran Kagura: Bon AppÃƒÂ©tit!,PSV,Marvelous Entertainment,Misc,,,2014
Star Wars The Clone Wars: Republic Heroes,PC,LucasArts,Action,46,4.7,2009
The Peanuts Movie: Snoopy's Grand Adventure,PS4,Activision,Action,59,6.6,2015
My Ballet Studio,Wii,505 Games,Simulation,,,2009
Backyard NFL Football,Wii,Atari,Sports,,,2007
Aegis of Earth: Protonovus Assault,PS4,PQube,Action,57,7.8,2016
Gauntlet / Rampart,GBA,Zoo Digital Publishing,Misc,,,2005
Bully: Scholarship Edition,PC,Take-Two Interactive,Action,72,7.5,2008
River King: Wonderful Journey,PS2,505 Games,Sports,,,2005
Sengoku Otome: Legend Battle,PSV,Unknown,Action,,,2016
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,Atari,Strategy,,3.2,2003
Justice League Heroes: The Flash,GBA,Eidos Interactive,Action,72,7.4,2006
Pop Cutie! Street Fashion Simulation (JP sales),DS,Tecmo Koei,Simulation,,,2008
Harvest Moon: Skytree Village,3DS,Natsume,Simulation,,7.4,2016
Age of Empires III: Gold Edition,PC,Microsoft Game Studios,Strategy,,7.8,2007
Bae Yong-joon to Manabu Kankokugo DS,DS,D3Publisher,Misc,,,2009
